Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5414,CA-2016-153157,2016-09-11,2016-09-14,First Class,TB-21625,TEC-PH-10003171,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5.0,0.0,62.93
5415,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,OFF-AP-10000390,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.18,6.0,0.8,-197.58
5416,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,OFF-PA-10004888,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,Xerox 217,20.74,4.0,0.2,7.26
5417,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,TEC-PH-10004188,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.98,2.0,0.2,-9.00
5421,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,TEC-PH-10002789,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,LG Exalt,280.78,3.0,0.4,-60.84
5422,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,TEC-AC-10003289,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.98,2.0,0.2,1.20
5423,US-2016-163258,2016-12-29,2017-01-02,Standard Class,PF-19225,OFF-BI-10000138,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,3.0,0.2,3.93
5424,CA-2017-103009,2017-11-03,2017-11-05,Second Class,PJ-18835,OFF-PA-10001215,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,Xerox 1963,26.40,5.0,0.0,11.88
5425,US-2017-120649,2017-01-20,2017-01-26,Standard Class,JF-15490,OFF-AR-10001545,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,Newell 326,3.52,2.0,0.0,1.02
5426,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,TEC-AC-10003870,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5.0,0.0,659.98
5427,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,FUR-FU-10001085,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.90,6.0,0.0,51.47
5428,US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,FUR-BO-10004218,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.17,5.0,0.2,35.25
5429,CA-2016-113096,2016-09-02,2016-09-04,First Class,SZ-20035,OFF-ST-10003455,Sam Zeldin,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3.0,0.0,12.10
5431,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,OFF-AP-10000938,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.57,2.0,0.2,16.16
5432,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,OFF-PA-10002195,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.06,1.0,0.2,1.37
5433,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,OFF-BI-10002799,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.22,4.0,0.7,-4.97
5434,CA-2017-129707,2017-04-25,2017-04-29,Standard Class,LH-16750,OFF-AR-10000246,Larry Hughes,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,Newell 318,8.90,4.0,0.2,0.67
5440,CA-2016-167115,2016-04-04,2016-04-09,Standard Class,EH-14185,OFF-BI-10004600,Evan Henry,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78,2.0,0.2,184.00
5441,US-2017-153633,2017-11-13,2017-11-18,Second Class,TC-21295,OFF-AR-10002335,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,DIXON Oriole Pencils,2.06,1.0,0.2,0.15
5442,CA-2017-155929,2017-09-09,2017-09-13,Standard Class,AI-10855,OFF-PA-10000859,Arianne Irving,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,Unpadded Memo Slips,6.37,2.0,0.2,2.39
5446,CA-2016-128307,2016-07-25,2016-07-29,Standard Class,BE-11335,OFF-EN-10003040,Bill Eplett,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,Quality Park Security Envelopes,20.94,1.0,0.2,7.07
5447,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,TEC-PH-10003442,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.00,6.0,0.0,8.25
5448,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,TEC-AC-10002800,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5.0,0.0,87.48
5453,CA-2016-140613,2016-07-22,2016-07-29,Standard Class,KN-16705,OFF-SU-10004261,Kristina Nunn,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.20,5.0,0.0,25.00
5454,US-2017-108700,2017-05-19,2017-05-23,Standard Class,PJ-18835,OFF-PA-10004733,Patrick Jones,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6.0,0.2,13.78
5455,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,OFF-ST-10001325,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1.0,0.2,0.73
5456,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,OFF-AR-10003056,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,Newell 341,6.85,2.0,0.2,0.77
5457,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,OFF-FA-10000089,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,Acco Glide Clips,19.60,5.0,0.0,9.60
5458,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,FUR-FU-10004093,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2.0,0.0,20.54
5459,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,OFF-BI-10004022,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.34,6.0,0.2,4.34
5460,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,FUR-TA-10001771,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.27,8.0,0.2,92.39
5462,CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,FUR-FU-10001706,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3.0,0.0,4.44
5468,CA-2016-122448,2016-06-09,2016-06-14,Standard Class,DB-13210,FUR-CH-10002774,Dean Braden,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.0,0.2,13.76
5471,CA-2016-158547,2016-05-30,2016-06-04,Standard Class,JM-16195,OFF-AP-10003842,Justin MacKendrick,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5.0,0.2,9.29
5472,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,FUR-FU-10000320,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,OIC Stacking Trays,13.36,5.0,0.2,4.01
5473,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,OFF-ST-10002554,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,Tennsco Industrial Shelving,78.26,2.0,0.2,-17.61
5474,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,FUR-BO-10000468,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.02,7.0,0.7,-183.63
5475,CA-2017-121741,2017-12-26,2017-12-26,Same Day,YC-21895,OFF-ST-10004459,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2.0,0.0,37.53
5476,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,OFF-LA-10002312,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,Avery 490,44.40,3.0,0.0,22.20
5477,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,OFF-ST-10001291,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5.0,0.0,22.83
5478,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,OFF-PA-10003022,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,Xerox 1992,17.94,3.0,0.0,8.79
5479,CA-2016-121356,2016-11-20,2016-11-24,Standard Class,SJ-20500,OFF-BI-10002133,Shirley Jackson,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.40,3.0,0.0,62.92
5481,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,TEC-PH-10001336,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,Technology,Phones,Digium D40 VoIP phone,103.19,1.0,0.2,11.61
5482,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,TEC-AC-10002305,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.00,2.0,0.0,6.48
5483,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,TEC-AC-10003610,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4.0,0.0,115.18
5484,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,OFF-ST-10002301,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2.0,0.0,0.41
5485,CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,FUR-CH-10002044,Emily Burns,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.14,4.0,0.2,-68.11
5488,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,TEC-PH-10004897,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,3.0,0.2,-5.69
5489,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,OFF-LA-10000262,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,Avery 494,6.26,3.0,0.2,2.04
5490,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,OFF-AP-10002222,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,Staple holder,20.81,3.0,0.2,1.82
5491,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,FUR-CH-10003774,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35,3.0,0.2,-19.11
5492,CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,OFF-ST-10000615,Claire Gute,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2.0,0.2,1.82
5497,CA-2017-117821,2017-06-12,2017-06-16,Standard Class,HG-15025,TEC-AC-10004469,Hunter Glantz,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2.0,0.2,19.18
5498,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,OFF-AR-10001177,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,Newell 349,6.56,2.0,0.0,1.90
5499,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,OFF-LA-10000634,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,Avery 509,7.83,3.0,0.0,3.60
5500,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,TEC-AC-10004708,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.90,2.0,0.0,8.80
5501,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,FUR-CH-10002084,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,Hon Mobius Operator's Chair,664.15,6.0,0.1,88.55
5502,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,OFF-PA-10004519,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2.0,0.0,4.39
5503,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,FUR-FU-10001847,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.31,1.0,0.2,0.66
5504,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,OFF-AP-10001962,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.14,3.0,0.2,1.26
5505,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,OFF-EN-10003845,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,Colored Envelopes,8.86,3.0,0.2,2.88
5506,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,TEC-PH-10001817,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.20,4.0,0.4,-186.16
5507,US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,OFF-PA-10000167,Joel Eaton,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 1925,61.96,2.0,0.0,27.88
5508,CA-2016-150000,2016-04-08,2016-04-14,Standard Class,PG-18820,OFF-EN-10002973,Patrick Gardner,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4.0,0.0,8.60
5510,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,OFF-PA-10001736,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,Xerox 1880,56.70,2.0,0.2,19.14
5511,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,TEC-PH-10002185,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2.0,0.2,3.48
5517,US-2016-138408,2016-11-18,2016-11-21,Second Class,KC-16255,TEC-AC-10003870,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4.0,0.0,527.98
5518,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,FUR-CH-10004540,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,Global Chrome Stack Chair,239.96,10.0,0.3,-10.28
5519,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,FUR-FU-10004093,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.77,2.0,0.2,6.85
5520,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,OFF-AR-10000716,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.39,3.0,0.2,3.18
5521,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,OFF-PA-10002709,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,Xerox 1956,23.92,5.0,0.2,8.67
5522,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,TEC-AC-10000580,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.97,4.0,0.2,-28.80
5523,CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,OFF-BI-10000829,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,Avery Non-Stick Binders,21.55,6.0,0.2,7.00
5524,CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,OFF-AP-10004859,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4.0,0.0,15.72
5525,CA-2016-147123,2016-12-10,2016-12-12,First Class,SJ-20125,OFF-PA-10000575,Sanjit Jacobs,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12.0,0.0,36.93
5526,CA-2017-154501,2017-04-30,2017-05-05,Standard Class,EA-14035,OFF-AR-10002804,Erin Ashbrook,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2.0,0.0,4.01
5527,CA-2017-166933,2017-04-24,2017-04-28,Standard Class,MG-17890,OFF-FA-10002676,Michael Granlund,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,Colored Push Pins,1.81,1.0,0.0,0.65
5530,CA-2017-136609,2017-08-06,2017-08-11,Standard Class,TB-21355,OFF-PA-10004381,Todd Boyes,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.30,3.0,0.2,40.35
5531,CA-2017-160885,2017-12-02,2017-12-06,Standard Class,JK-16090,TEC-PH-10001795,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4.0,0.0,743.99
5532,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,TEC-AC-10001109,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6.0,0.0,75.57
5533,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,TEC-AC-10003038,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3.0,0.0,5.10
5534,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,TEC-AC-10003174,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3.0,0.0,129.35
5535,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,OFF-PA-10000157,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,Xerox 191,59.94,3.0,0.0,28.17
5536,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,OFF-BI-10001721,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3.0,0.0,30.79
5537,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,OFF-BI-10000591,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,Avery Binder Labels,11.67,3.0,0.0,5.60
5538,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,OFF-PA-10001534,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,Xerox 230,12.96,2.0,0.0,6.22
5540,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,FUR-CH-10000513,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,High-Back Leather Manager's Chair,181.99,2.0,0.3,-54.60
5541,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,OFF-BI-10003274,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.59,2.0,0.8,-2.63
5542,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,OFF-SU-10000381,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.34,3.0,0.2,2.51
5543,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,FUR-TA-10001086,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6.0,0.5,-218.87
5544,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,OFF-BI-10000174,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6.0,0.7,-7.66
5545,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,OFF-BI-10002103,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.21,2.0,0.7,-4.17
5546,CA-2017-102967,2017-09-22,2017-09-26,Standard Class,MG-17890,OFF-ST-10001590,Michael Granlund,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.40,5.0,0.0,17.52
5547,CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,FUR-FU-10002396,Justin MacKendrick,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2.0,0.0,10.57
5548,CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,TEC-PH-10002807,Justin MacKendrick,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4.0,0.2,47.46
5556,CA-2017-116113,2017-10-02,2017-10-06,Second Class,JW-15220,FUR-FU-10002963,Jane Waco,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2.0,0.0,3.45
5562,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,OFF-BI-10001153,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1.0,0.0,17.27
5563,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,TEC-CO-10001449,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5.0,0.0,1439.98
5564,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,OFF-BI-10000474,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4.0,0.0,30.78
5565,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,OFF-AR-10000799,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,Col-Erase Pencils with Erasers,19.46,4.0,0.2,2.19
5566,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,TEC-MA-10002109,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.99,2.0,0.3,9.00
5567,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,OFF-AR-10003338,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5.0,0.2,1.86
5568,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,FUR-CH-10003606,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,SAFCO Folding Chair Trolley,89.77,1.0,0.3,-2.56
5569,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,TEC-CO-10001449,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2.0,0.2,335.99
5570,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,OFF-PA-10001934,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Xerox 1993,15.55,3.0,0.2,5.64
5571,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,TEC-PH-10001527,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,Plantronics MX500i Earset,34.36,1.0,0.2,-7.30
5577,CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,FUR-FU-10004864,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6.0,0.0,122.76
5578,CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,OFF-AP-10002350,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3.0,0.0,15.83
5579,CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,OFF-AR-10003829,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,Newell 35,6.56,2.0,0.0,1.90
